ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS
67532;"67,07";0;0;0;0;0;0;0;0;0;0;0;0;;;;"804,84";12;12;0
67533;"104,06";0;0;0;0;;;;;;;;;;;;"416,24";4;4;0
67534;"142,81";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1713,72";12;12;0
67535;"97,29";0;0;0;0;0;0;0;0;0;0;;;;;;"972,9";10;10;0
67536;"193,34";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2320,08";12;12;0
67537;"161,36";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1936,32";12;12;0
67538;"90,48";0;0;0;0;0;0;0;0;0;0;;;;;;"904,8";10;10;0
67539;"49,9";0;;;;;;;;;;;;;;;"49,9";1;1;0
67540;"99,93";0;0;0;0;0;0;0;0;0;0;;;;;;"999,3";10;10;0
67541;"36,08";0;0;0;0;0;0;0;0;0;0;0;0;;;;"432,96";12;12;0
67542;"82,95";0;0;0;0;0;0;0;0;;;;;;;;"663,6";8;8;0
67543;"51,21";0;0;0;0;0;0;0;0;0;0;0;0;;;;"614,52";12;12;0
67544;"20,75";0;0;0;0;0;0;0;0;0;0;0;0;;;;249;12;12;0
67545;"48,05";0;0;0;0;0;0;0;0;0;0;0;0;;;;"576,6";12;12;0
67546;"30,07";0;0;0;0;0;0;;;;;;;;;;"180,42";6;6;0
67547;"186,97";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2243,64";12;12;0
67548;"98,83";0;0;0;0;0;;;;;;;;;;;"494,15";5;5;0
67549;"127,12";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1525,44";12;12;0
67550;"83,9";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1006,8";12;12;0
67551;"42,66";0;0;0;0;0;0;;;;;;;;;;"255,96";6;6;0
67552;"93,31";0;0;0;0;0;0;0;0;0;0;;;;;;"933,1";10;10;0
67553;"84,66";0;0;0;0;0;0;;;;;;;;;;"507,96";6;6;0
67554;25;0;0;0;0;0;0;;;;;;;;;;150;6;6;0
67555;"48,99";0;0;0;0;0;0;0;0;0;0;0;0;;;;"587,88";12;12;0
67556;"57,12";0;0;0;0;0;0;0;0;0;0;;;;;;"571,2";10;10;0
67557;"125,25";0;0;0;0;0;0;0;0;0;0;0;0;;;;1503;12;12;0
67558;"51,73";0;0;0;0;0;0;0;0;0;0;0;0;;;;"620,76";12;12;0
67559;"124,7";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1496,4";12;12;0
67560;"39,4";0;0;0;0;0;0;0;0;0;0;0;0;;;;"472,8";12;12;0
67561;"123,17";0;0;;;;;;;;;;;;;;"246,34";2;2;0
67562;"49,9";0;;;;;;;;;;;;;;;"49,9";1;1;0
67563;"187,97";0;0;0;0;0;0;0;0;;;;;;;;"1503,76";8;8;0
67564;"40,87";0;0;0;0;0;0;;;;;;;;;;"245,22";6;6;0
67565;"40,83";0;0;0;0;0;0;;;;;;;;;;"244,98";6;6;0
67566;"32,86";0;0;0;0;0;0;;;;;;;;;;"197,16";6;6;0
67567;"12,07";0;0;0;0;0;0;;;;;;;;;;"72,42";6;6;0
67568;"40,12";0;0;;;;;;;;;;;;;;"80,24";2;2;0
67569;17;0;0;0;0;0;0;0;0;0;0;;;;;;170;10;10;0
67570;"6,12";0;0;0;0;0;0;;;;;;;;;;"36,72";6;6;0
67571;"12,98";0;0;0;0;0;;;;;;;;;;;"64,9";5;5;0
67572;"26,3";0;0;0;0;0;0;0;0;0;0;;;;;;263;10;10;0
67573;"89,38";0;0;0;0;0;0;0;0;0;0;;;;;;"893,8";10;10;0
67574;"40,49";0;0;0;0;0;0;;;;;;;;;;"242,94";6;6;0
67575;"11,62";0;0;0;0;;;;;;;;;;;;"46,48";4;4;0
67576;"49,89";0;0;0;0;0;0;0;0;0;0;;;;;;"498,9";10;10;0
67577;"90,69";0;0;0;0;0;0;0;0;0;0;;;;;;"906,9";10;10;0
67578;37;0;;;;;;;;;;;;;;;37;1;1;0
67579;"125,02";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1500,24";12;12;0
67580;"24,75";0;0;0;0;;;;;;;;;;;;99;4;4;0
67581;"121,88";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1462,56";12;12;0
67582;"14,9";0;;;;;;;;;;;;;;;"14,9";1;1;0
67583;"103,72";0;0;0;0;0;0;0;0;0;;;;;;;"933,48";9;9;0
67584;"40,62";0;0;0;0;0;0;0;0;0;0;;;;;;"406,2";10;10;0
67585;"81,72";0;0;0;0;0;0;0;0;0;0;0;0;;;;"980,64";12;12;0
67586;"44,08";0;0;0;0;0;0;0;0;0;0;0;0;0;;;"573,04";13;13;0
67587;"75,57";0;0;0;0;0;0;0;0;0;0;0;0;;;;"906,84";12;12;0
67588;"33,88";0;0;0;0;0;0;0;0;0;0;;;;;;"338,8";10;10;0
67589;"72,95";0;0;0;0;0;0;0;0;0;0;0;0;;;;"875,4";12;12;0
67590;"34,28";0;0;0;0;0;0;0;0;0;0;;;;;;"342,8";10;10;0
67591;"30,66";0;0;0;0;0;0;;;;;;;;;;"183,96";6;6;0
67592;"68,7";0;0;;;;;;;;;;;;;;"137,4";2;2;0
67593;"28,57";0;0;;;;;;;;;;;;;;"57,14";2;2;0
67594;"88,14";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1057,68";12;12;0
67595;"55,29";0;0;0;0;0;0;;;;;;;;;;"331,74";6;6;0
67596;25;0;;;;;;;;;;;;;;;25;1;1;0
67597;"67,04";0;0;0;0;0;0;0;0;0;;;;;;;"603,36";9;9;0
67598;"16,43";0;0;0;0;0;0;0;0;0;;;;;;;"147,87";9;9;0
67599;129;0;0;0;0;0;0;0;0;0;0;0;0;;;;1548;12;12;0
67600;"73,23";0;0;0;0;0;0;0;0;0;0;0;0;;;;"878,76";12;12;0
67601;"124,57";0;0;0;0;0;0;0;0;0;0;;;;;;"1245,7";10;10;0
67602;"16,69";0;0;0;0;0;0;;;;;;;;;;"100,14";6;6;0
67603;"166,64";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2499,6";15;15;0
67604;"25,83";0;0;0;0;0;0;;;;;;;;;;"154,98";6;6;0
67605;"39,8";0;0;0;0;0;;;;;;;;;;;199;5;5;0
67606;"36,99";0;0;0;0;0;0;0;0;0;0;;;;;;"369,9";10;10;0
67607;"151,88";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1822,56";12;12;0
67608;"88,98";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1067,76";12;12;0
67609;"50,75";0;0;0;0;0;;;;;;;;;;;"253,75";5;5;0
67610;"173,55";0;0;0;0;0;0;0;;;;;;;;;"1214,85";7;7;0
67611;"29,44";0;0;;;;;;;;;;;;;;"58,88";2;2;0
67612;"558,98";0;;;;;;;;;;;;;;;"558,98";1;1;0
67613;"34,81";0;0;0;0;0;0;;;;;;;;;;"208,86";6;6;0
67614;"31,89";0;0;0;0;0;0;0;0;0;0;;;;;;"318,9";10;10;0
67615;67;0;0;0;0;0;0;0;0;0;0;0;;;;;737;11;11;0
67616;"159,68";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1916,16";12;12;0
67617;"135,22";0;0;0;0;0;0;0;0;0;0;;;;;;"1352,2";10;10;0
67618;"17,75";0;0;0;0;;;;;;;;;;;;71;4;4;0
67619;"14,45";0;0;0;0;0;0;;;;;;;;;;"86,7";6;6;0
67620;"29,14";0;0;0;0;0;0;;;;;;;;;;"174,84";6;6;0
67621;46;0;0;0;0;0;0;0;0;0;0;;;;;;460;10;10;0
67622;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1425;15;15;0
67623;"22,3";0;0;0;0;0;0;;;;;;;;;;"133,8";6;6;0
67624;"22,37";0;0;0;0;0;;;;;;;;;;;"111,85";5;5;0
67625;"59,65";0;0;0;0;0;0;0;0;0;0;0;0;;;;"715,8";12;12;0
67626;"18,5";0;0;0;0;0;0;;;;;;;;;;111;6;6;0
67627;"64,22";0;0;0;0;0;0;0;;;;;;;;;"449,54";7;7;0
67628;"21,31";0;0;0;0;0;0;;;;;;;;;;"127,86";6;6;0
67629;"191,69";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2300,28";12;12;0
67630;"85,3";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1023,6";12;12;0
67631;"81,43";0;0;0;0;0;0;0;0;0;0;0;0;;;;"977,16";12;12;0
67632;"148,42";0;0;;;;;;;;;;;;;;"296,84";2;2;0
67633;"132,92";0;0;0;0;0;0;0;0;0;0;;;;;;"1329,2";10;10;0
67634;"78,77";0;0;0;0;0;0;0;0;0;0;0;0;;;;"945,24";12;12;0
67635;"134,83";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1617,96";12;12;0
67636;"33,5";0;0;;;;;;;;;;;;;;67;2;2;0
67637;"50,64";0;0;0;0;0;0;0;0;0;0;0;0;;;;"607,68";12;12;0
67638;"33,16";0;0;0;0;0;0;;;;;;;;;;"198,96";6;6;0
67639;"37,8";0;0;0;;;;;;;;;;;;;"113,4";3;3;0
67640;"28,39";0;0;0;0;0;0;;;;;;;;;;"170,34";6;6;0
67641;"53,46";0;0;0;0;0;0;0;0;;;;;;;;"427,68";8;8;0
67642;"67,8";0;0;0;0;0;0;0;0;0;0;0;0;;;;"813,6";12;12;0
67643;"12,08";0;0;0;0;0;0;;;;;;;;;;"72,48";6;6;0
67644;"63,62";0;0;0;0;0;0;0;0;0;0;0;0;;;;"763,44";12;12;0
67645;"62,56";0;0;0;0;0;0;0;0;0;0;0;0;;;;"750,72";12;12;0
67646;"35,35";0;0;0;0;0;0;0;0;0;0;;;;;;"353,5";10;10;0
67647;"48,25";0;0;0;0;0;0;0;0;;;;;;;;386;8;8;0
67648;"46,18";0;0;0;0;0;0;0;;;;;;;;;"323,26";7;7;0
67649;19;0;0;0;0;0;0;;;;;;;;;;114;6;6;0
67650;"66,1";0;0;0;0;0;;;;;;;;;;;"330,5";5;5;0
67651;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;396;12;12;0
67652;"79,68";0;0;0;0;0;0;0;0;0;0;;;;;;"796,8";10;10;0
67653;"232,08";0;0;0;0;0;0;;;;;;;;;;"1392,48";6;6;0
67654;"59,54";0;0;0;0;0;0;0;0;0;0;0;0;;;;"714,48";12;12;0
67655;"127,79";0;0;0;0;0;0;0;0;0;;;;;;;"1150,11";9;9;0
67656;"24,83";0;0;0;;;;;;;;;;;;;"74,49";3;3;0
67657;"69,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1038;15;15;0
67658;"39,15";0;0;0;0;;;;;;;;;;;;"156,6";4;4;0
67659;"21,25";0;0;0;0;;;;;;;;;;;;85;4;4;0
67660;"69,26";0;0;0;0;0;0;0;0;0;0;0;0;;;;"831,12";12;12;0
67661;"27,58";0;0;0;0;0;0;0;0;0;0;;;;;;"275,8";10;10;0
67662;"75,29";0;0;0;0;0;0;0;0;0;0;0;0;;;;"903,48";12;12;0
67663;"54,6";0;0;0;0;0;0;0;0;0;0;;;;;;546;10;10;0
67664;"157,22";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2358,3";15;15;0
67665;"35,71";0;0;0;0;0;0;0;0;0;0;0;0;;;;"428,52";12;12;0
67666;"62,93";0;0;0;0;0;0;;;;;;;;;;"377,58";6;6;0
67667;"22,73";0;0;;;;;;;;;;;;;;"45,46";2;2;0
67668;"139,5";0;0;0;0;0;0;0;0;0;0;0;0;;;;1674;12;12;0
67669;"59,1";0;0;0;0;;;;;;;;;;;;"236,4";4;4;0
67670;"115,65";0;0;0;;;;;;;;;;;;;"346,95";3;3;0
67671;"112,7";0;0;0;0;0;0;0;0;0;;;;;;;"1014,3";9;9;0
67672;"107,43";0;0;0;0;0;0;;;;;;;;;;"644,58";6;6;0
67673;24;0;0;0;;;;;;;;;;;;;72;3;3;0
67674;"89,26";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1071,12";12;12;0
67675;"31,12";0;0;;;;;;;;;;;;;;"62,24";2;2;0
67676;"127,51";0;0;0;0;0;0;;;;;;;;;;"765,06";6;6;0
67677;"52,93";0;0;0;0;0;0;0;0;0;0;;;;;;"529,3";10;10;0
67678;"14,19";0;0;0;0;0;0;;;;;;;;;;"85,14";6;6;0
67679;"17,88";0;0;0;0;0;;;;;;;;;;;"89,4";5;5;0
67680;"56,04";0;0;0;0;0;0;0;0;0;0;;;;;;"560,4";10;10;0
67681;"14,97";0;0;0;0;;;;;;;;;;;;"59,88";4;4;0
67682;"129,88";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1948,2";15;15;0
67683;"94,96";0;0;0;0;;;;;;;;;;;;"379,84";4;4;0
67684;"13,83";0;0;0;0;0;0;;;;;;;;;;"82,98";6;6;0
67685;"41,24";0;0;0;0;0;0;0;0;0;0;;;;;;"412,4";10;10;0
67686;"44,63";0;0;0;0;0;0;0;0;0;0;0;0;;;;"535,56";12;12;0
67687;30;0;1;1;;;;;;;;;;;;;90;3;1;2
67688;"18,25";0;0;0;0;0;0;;;;;;;;;;"109,5";6;6;0
67689;29;0;0;0;0;0;;;;;;;;;;;145;5;5;0
67690;"56,82";0;0;0;0;0;0;0;0;0;0;;;;;;"568,2";10;10;0
67691;"66,24";0;0;0;0;0;0;0;;;;;;;;;"463,68";7;7;0
67692;"94,39";0;0;0;0;0;0;;;;;;;;;;"566,34";6;6;0
67693;"78,21";0;0;0;0;0;0;0;0;0;0;;;;;;"782,1";10;10;0
67694;"123,16";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1477,92";12;12;0
67695;"19,69";0;0;0;0;0;0;;;;;;;;;;"118,14";6;6;0
67696;"166,4";0;0;0;0;;;;;;;;;;;;"665,6";4;4;0
67697;"63,94";0;0;0;0;0;0;0;;;;;;;;;"447,58";7;7;0
67698;"9,3";0;0;0;0;0;;;;;;;;;;;"46,5";5;5;0
67699;"135,5";0;0;;;;;;;;;;;;;;271;2;2;0
67700;"22,6";0;0;0;0;0;;;;;;;;;;;113;5;5;0
67701;"66,88";0;0;0;0;0;0;;;;;;;;;;"401,28";6;6;0
67702;"168,56";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2022,72";12;12;0
67703;"15,83";0;0;0;0;0;0;;;;;;;;;;"94,98";6;6;0
67704;"82,63";0;0;0;0;0;0;0;0;0;0;0;0;;;;"991,56";12;12;0
67705;"60,13";0;0;0;0;0;0;;;;;;;;;;"360,78";6;6;0
67706;"38,83";0;0;0;0;0;0;;;;;;;;;;"232,98";6;6;0
67707;"97,78";0;0;0;0;0;0;;;;;;;;;;"586,68";6;6;0
67708;"37,43";0;0;0;0;0;0;;;;;;;;;;"224,58";6;6;0
67709;"54,5";0;0;;;;;;;;;;;;;;109;2;2;0
67710;"23,96";0;0;0;0;0;0;;;;;;;;;;"143,76";6;6;0
67711;"87,21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1308,15";15;15;0
67712;"58,57";0;0;0;0;0;0;0;0;0;0;;;;;;"585,7";10;10;0
67713;"84,28";0;0;0;0;0;0;0;0;0;;;;;;;"758,52";9;9;0
67714;"24,75";0;0;0;0;0;;;;;;;;;;;"123,75";5;5;0
67715;"125,47";0;0;0;0;0;0;0;0;0;0;;;;;;"1254,7";10;10;0
67716;"109,52";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1314,24";12;12;0
67717;"27,99";0;0;0;0;0;0;;;;;;;;;;"167,94";6;6;0
67718;"46,05";0;0;0;0;0;0;0;0;;;;;;;;"368,4";8;8;0
67719;"24,75";0;0;0;0;;;;;;;;;;;;99;4;4;0
67720;"52,62";0;0;0;0;0;0;;;;;;;;;;"315,72";6;6;0
67721;"54,53";0;0;0;0;0;0;0;0;0;0;0;0;;;;"654,36";12;12;0
67722;"35,81";0;0;0;0;0;0;0;0;0;0;0;0;;;;"429,72";12;12;0
67723;"67,76";0;0;0;0;0;0;0;0;0;0;0;0;;;;"813,12";12;12;0
67724;"22,33";0;0;0;0;0;0;;;;;;;;;;"133,98";6;6;0
67725;"66,62";0;0;0;0;0;0;0;0;0;0;0;0;;;;"799,44";12;12;0
67726;26;0;0;0;0;0;0;;;;;;;;;;156;6;6;0
67727;"18,99";0;0;0;0;0;0;;;;;;;;;;"113,94";6;6;0
67728;109;0;0;0;0;0;0;0;0;0;0;0;0;;;;1308;12;12;0
67729;"92,73";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1112,76";12;12;0
67730;"113,45";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1361,4";12;12;0
67731;"11,16";0;0;0;0;0;0;;;;;;;;;;"66,96";6;6;0
67732;67;0;0;0;0;0;0;0;0;0;0;;;;;;670;10;10;0
67733;"40,49";0;0;0;0;0;0;;;;;;;;;;"242,94";6;6;0
67734;213;0;0;0;0;0;0;0;0;0;0;0;0;;;;2556;12;12;0
67735;19;0;0;0;0;0;0;;;;;;;;;;114;6;6;0
67736;"87,55";0;0;0;0;0;0;0;0;;;;;;;;"700,4";8;8;0
67737;"39,79";0;0;0;0;0;0;0;0;0;0;;;;;;"397,9";10;10;0
67738;"35,74";0;0;0;0;0;0;0;0;0;0;;;;;;"357,4";10;10;0
67739;"45,87";0;0;0;;;;;;;;;;;;;"137,61";3;3;0
67740;"18,37";0;0;0;0;0;0;;;;;;;;;;"110,22";6;6;0
67741;"55,65";0;0;0;0;0;0;;;;;;;;;;"333,9";6;6;0
67742;"64,41";0;0;0;0;0;0;0;0;0;0;;;;;;"644,1";10;10;0
67743;25;0;0;0;0;0;0;;;;;;;;;;150;6;6;0
67744;"23,5";0;0;;;;;;;;;;;;;;47;2;2;0
67745;"119,04";0;0;0;0;0;;;;;;;;;;;"595,2";5;5;0
67746;"64,76";0;0;0;0;0;0;0;0;;;;;;;;"518,08";8;8;0
67747;"73,97";0;0;;;;;;;;;;;;;;"147,94";2;2;0
67748;"11,05";0;0;0;0;0;0;;;;;;;;;;"66,3";6;6;0
67749;"65,89";0;0;0;0;0;0;0;0;0;0;0;0;;;;"790,68";12;12;0
67750;"7,84";0;0;0;0;;;;;;;;;;;;"31,36";4;4;0
67751;"48,93";0;0;0;0;0;0;0;0;0;0;0;0;;;;"587,16";12;12;0
67752;77;0;0;0;0;0;0;0;0;0;0;;;;;;770;10;10;0
67753;"74,46";0;0;0;0;0;0;0;0;0;0;;;;;;"744,6";10;10;0
67754;"194,07";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2328,84";12;12;0
67755;"30,66";0;0;0;0;0;0;;;;;;;;;;"183,96";6;6;0
67756;"69,77";0;0;0;0;0;0;0;0;0;0;;;;;;"697,7";10;10;0
67757;25;0;0;0;0;0;0;;;;;;;;;;150;6;6;0
67758;"36,48";0;0;0;0;0;;;;;;;;;;;"182,4";5;5;0
67759;"17,99";0;0;;;;;;;;;;;;;;"35,98";2;2;0
67760;"37,5";0;0;0;0;;;;;;;;;;;;150;4;4;0
67761;"59,83";0;0;0;0;0;0;0;0;0;0;;;;;;"598,3";10;10;0
67762;"24,78";0;0;0;0;0;0;0;0;0;0;;;;;;"247,8";10;10;0
67763;"127,02";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1524,24";12;12;0
67764;"76,92";0;0;0;0;0;;;;;;;;;;;"384,6";5;5;0
67765;"73,58";0;0;0;0;0;0;0;0;0;0;;;;;;"735,8";10;10;0
67766;"128,61";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1929,15";15;15;0
67767;"75,67";0;0;0;0;0;0;0;0;0;;;;;;;"681,03";9;9;0
67768;"230,98";0;;;;;;;;;;;;;;;"230,98";1;1;0
67769;"86,23";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1034,76";12;12;0
67770;"39,46";0;0;0;0;0;0;0;0;0;0;0;0;;;;"473,52";12;12;0
67771;"48,07";0;0;0;0;0;0;0;0;0;0;;;;;;"480,7";10;10;0
67772;"105,62";0;0;0;0;0;;;;;;;;;;;"528,1";5;5;0
67773;"163,6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2454;15;15;0
67774;"37,31";0;0;0;0;0;0;;;;;;;;;;"223,86";6;6;0
67775;25;0;0;0;0;0;0;;;;;;;;;;150;6;6;0
67776;"19,5";0;0;0;0;0;0;;;;;;;;;;117;6;6;0
67777;"25,35";0;0;0;0;;;;;;;;;;;;"101,4";4;4;0
67778;"98,82";0;0;0;0;0;0;;;;;;;;;;"592,92";6;6;0
67779;"55,08";0;0;0;0;0;0;;;;;;;;;;"330,48";6;6;0
67780;"38,21";0;0;0;0;0;;;;;;;;;;;"191,05";5;5;0
67781;100;0;0;0;0;0;0;0;0;0;0;;;;;;1000;10;10;0
67782;"113,6";0;0;0;0;;;;;;;;;;;;"454,4";4;4;0
67783;"76,45";0;0;0;0;0;0;;;;;;;;;;"458,7";6;6;0
67784;"35,75";0;0;0;0;0;0;0;0;0;0;;;;;;"357,5";10;10;0
67785;"28,73";0;0;0;0;0;0;;;;;;;;;;"172,38";6;6;0
67786;"189,2";0;0;0;0;0;0;0;0;0;0;;;;;;1892;10;10;0
67787;"2064,14";0;;;;;;;;;;;;;;;"2064,14";1;1;0
67788;"37,76";0;0;0;0;;;;;;;;;;;;"151,04";4;4;0
67789;"40,49";0;0;0;0;0;0;;;;;;;;;;"242,94";6;6;0
67790;"18,57";0;0;0;0;0;0;;;;;;;;;;"111,42";6;6;0
67791;"77,27";0;0;0;0;0;0;0;0;0;0;;;;;;"772,7";10;10;0
67792;"81,38";0;0;0;0;0;0;0;0;0;0;;;;;;"813,8";10;10;0
67793;"57,33";0;0;0;0;0;;;;;;;;;;;"286,65";5;5;0
67794;"173,07";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2076,84";12;12;0
67795;"64,6";0;0;0;0;0;0;0;0;0;0;0;0;;;;"775,2";12;12;0
67796;"73,74";0;0;0;0;0;0;0;0;0;0;0;0;;;;"884,88";12;12;0
67797;"85,01";0;0;0;0;0;;;;;;;;;;;"425,05";5;5;0
67798;"89,89";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1078,68";12;12;0
67799;"16,62";0;0;0;0;0;0;;;;;;;;;;"99,72";6;6;0
67800;"107,02";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1284,24";12;12;0
67801;"48,7";0;0;0;0;0;0;0;0;0;0;;;;;;487;10;10;0
67802;"12,94";0;0;0;0;0;0;;;;;;;;;;"77,64";6;6;0
67803;"32,05";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"480,75";15;15;0
67804;"21,59";0;0;0;0;0;0;0;0;0;0;0;0;;;;"259,08";12;12;0
67805;"63,1";0;0;0;0;0;0;0;0;0;0;;;;;;631;10;10;0
67806;"40,49";0;0;0;0;0;0;;;;;;;;;;"242,94";6;6;0
67807;"25,09";0;0;0;0;0;0;;;;;;;;;;"150,54";6;6;0
67808;"18,37";0;0;0;0;0;0;;;;;;;;;;"110,22";6;6;0
67809;"38,82";0;0;0;0;0;0;0;0;0;;;;;;;"349,38";9;9;0
67810;"55,64";0;0;0;0;0;0;0;0;0;0;0;0;;;;"667,68";12;12;0
67811;"68,58";0;0;0;0;0;0;0;0;0;0;0;0;;;;"822,96";12;12;0
67812;"88,94";0;0;0;0;0;0;0;0;0;0;;;;;;"889,4";10;10;0
67813;"18,37";0;0;0;0;0;0;;;;;;;;;;"110,22";6;6;0
67814;"40,2";0;0;0;0;0;0;0;;;;;;;;;"281,4";7;7;0
67815;"27,88";0;0;0;0;0;;;;;;;;;;;"139,4";5;5;0
67816;"79,81";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1197,15";15;15;0
67817;"77,4";0;;;;;;;;;;;;;;;"77,4";1;1;0
67818;"147,48";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1769,76";12;12;0
67819;"125,11";0;0;0;0;0;0;0;0;0;0;;;;;;"1251,1";10;10;0
67820;"75,77";0;0;0;0;0;0;0;0;0;0;;;;;;"757,7";10;10;0
67821;"126,12";0;0;0;0;0;0;0;0;0;0;;;;;;"1261,2";10;10;0
67822;227;0;0;0;0;0;0;0;0;0;0;0;0;;;;2724;12;12;0
67823;"15,2";0;0;0;0;0;;;;;;;;;;;76;5;5;0
67824;"139,13";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1669,56";12;12;0
67825;"13,65";0;0;0;;;;;;;;;;;;;"40,95";3;3;0
67826;"42,18";0;0;0;0;0;0;0;;;;;;;;;"295,26";7;7;0
67827;"47,8";0;0;0;0;;;;;;;;;;;;"191,2";4;4;0
67828;"108,28";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1299,36";12;12;0
67829;"37,14";0;0;0;0;0;0;0;0;0;0;;;;;;"371,4";10;10;0
67830;"49,05";0;0;0;0;0;0;;;;;;;;;;"294,3";6;6;0
67831;291;0;0;0;0;0;;;;;;;;;;;1455;5;5;0
67832;"132,52";0;0;0;0;0;0;0;0;0;0;;;;;;"1325,2";10;10;0
67833;"69,35";0;0;0;0;0;0;;;;;;;;;;"416,1";6;6;0
67834;224;0;0;0;;;;;;;;;;;;;672;3;3;0
67835;"88,99";0;0;0;0;0;0;0;0;0;0;;;;;;"889,9";10;10;0
67836;"56,62";0;0;0;0;0;0;0;;;;;;;;;"396,34";7;7;0
67837;"75,29";0;0;0;0;0;0;0;0;0;0;;;;;;"752,9";10;10;0
67838;"14,59";0;0;0;0;0;0;0;0;0;0;;;;;;"145,9";10;10;0
67839;33;0;0;0;;;;;;;;;;;;;99;3;3;0
67840;"69,59";0;0;0;0;0;0;0;0;0;0;;;;;;"695,9";10;10;0
67841;"51,41";0;0;0;0;0;0;0;0;0;0;;;;;;"514,1";10;10;0
67842;"99,75";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1496,25";15;15;0
67843;"22,61";0;0;0;0;;;;;;;;;;;;"90,44";4;4;0
67844;"97,64";0;0;0;0;0;;;;;;;;;;;"488,2";5;5;0
67845;"40,6";0;0;0;0;0;0;0;0;0;0;0;0;;;;"487,2";12;12;0
67846;"58,63";0;0;0;0;0;0;0;0;;;;;;;;"469,04";8;8;0
67847;"115,01";0;0;0;0;0;0;0;0;0;0;;;;;;"1150,1";10;10;0
67848;"13,42";0;0;0;0;0;;;;;;;;;;;"67,1";5;5;0
67849;"57,67";0;0;0;0;0;0;0;0;0;0;;;;;;"576,7";10;10;0
67850;"28,35";0;0;0;0;;;;;;;;;;;;"113,4";4;4;0
67851;"14,75";0;0;0;0;0;0;;;;;;;;;;"88,5";6;6;0
67852;"112,14";0;0;0;0;0;0;0;0;0;0;;;;;;"1121,4";10;10;0
67853;"138,14";0;0;0;0;0;0;0;0;0;0;;;;;;"1381,4";10;10;0
67854;"11,83";0;0;0;0;0;0;;;;;;;;;;"70,98";6;6;0
67855;"49,62";0;0;0;0;0;0;0;0;0;0;;;;;;"496,2";10;10;0
67856;"294,2";0;0;0;0;0;0;;;;;;;;;;"1765,2";6;6;0
67857;"115,74";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1388,88";12;12;0
67858;"74,86";0;0;0;0;0;0;0;0;0;;;;;;;"673,74";9;9;0
67859;"17,86";0;0;0;0;0;0;;;;;;;;;;"107,16";6;6;0
67860;"9,9";0;0;0;0;0;0;;;;;;;;;;"59,4";6;6;0
67861;59;0;0;0;0;0;0;;;;;;;;;;354;6;6;0
67862;"34,59";0;0;0;0;0;0;;;;;;;;;;"207,54";6;6;0
67863;"29,66";0;0;0;;;;;;;;;;;;;"88,98";3;3;0
67864;111;0;0;1;1;;;;;;;;;;;;444;4;2;2
67865;"47,67";0;0;0;0;0;0;0;0;0;0;0;0;;;;"572,04";12;12;0
